UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
1155,46107,"Kitty Hawk, NC",13-03-2020,Just a little sketch inspired by the insane climate of retail lately in light of all the panic shopping people are doing. Crazy stuff at the store I work at---toilet paper madness! ? #corona #coronavirus https://t.co/4qmtzYg5nZ,Extremely Negative,"['little', 'sketch', 'inspired', 'insane', 'climate', 'retail', 'lately', 'light', 'panic', 'shopping', 'people', 'crazy', 'stuff', 'store', 'work', 'attoilet', 'paper', 'madness', 'corona', 'coronavirus']"
1156,46108,United States,13-03-2020,Whats with the #toiletpaper shortage? Asking for my damn self #coronavirus #ronavirus https://t.co/G3uGv2pcRG,Negative,"['what\x92s', 'toiletpaper', 'shortage', 'asking', 'damn', 'self', 'coronavirus', 'ronavirus']"
1157,46109,,13-03-2020,I work at a grocery store. I Worked a 16 hour day yesterday and currently working 12 hours today. If I call it quits at hour 12 today do I enjoy my day off tomorrow or go in and help because of the #coronavirus ? Your vote will help me decide.,Extremely Positive,"['work', 'grocery', 'store', 'worked', '16', 'hour', 'day', 'yesterday', 'currently', 'working', '12', 'hours', 'today', 'call', 'quits', 'hour', '12', 'today', 'enjoy', 'day', 'tomorrow', 'go', 'help', 'coronavirus', 'vote', 'help', 'decide']"
1158,46110,L.A. ,13-03-2020,"If there was no toilet paper when you went to the grocery store, the CDC recommends just holding it for a few weeks. #Covid_19 #CoronaOutbreak",Negative,"['toilet', 'paper', 'went', 'grocery', 'store', 'cdc', 'recommends', 'holding', 'weeks', 'covid19', 'coronaoutbreak']"
1159,46111,,13-03-2020,1.5 trillion to bail out the stock market and pregaming to bail out oil &amp; fracking companies and yet the Trump Administration will proceed to kick people off of food stamps despite the #coronavirus https://t.co/zDkZAR5p37 #Medicare4All #SocialismForTheRich #NotMeUs #Bernie2020,Neutral,"['15', 'trillion', 'bail', 'stock', 'market', 'pregaming', 'bail', 'oil', 'amp', 'fracking', 'companies', 'yet', 'trump', 'administration', 'proceed', 'kick', 'people', 'food', 'stamps', 'despite', 'coronavirus', 'medicare4all', 'socialismfortherich', 'notmeus', 'bernie2020']"
1160,46112,,13-03-2020,"If your grocery store is out of toilet paper, no worries @Amazon has a 18 roll of Charmin for $308.

How bad do you want it?

https://t.co/bFJKi9NTpM

#CoronaVirus
#Covid_19
#pricegouging https://t.co/sI6BFjMwW2",Extremely Negative,"['grocery', 'store', 'toilet', 'paper', 'worries', 'amazon', '18', 'roll', 'charmin', '308', 'bad', 'want', 'coronavirus', 'covid19', 'pricegouging']"
1161,46113,"Austin, TX, USA",13-03-2020,"So I braved the wilds of the grocery store for my weekend run. This location was already out of bleach, paper products, and other cleaning goods. Folx here have great attitudes and are laughing even with long long lines. #Covid_19 #thankagrocer #austinproud",Extremely Positive,"['braved', 'wilds', 'grocery', 'store', 'weekend', 'run', 'location', 'already', 'bleach', 'paper', 'products', 'cleaning', 'goods', 'folx', 'great', 'attitudes', 'laughing', 'even', 'long', 'long', 'lines', 'covid19', 'thankagrocer', 'austinproud']"
1162,46114,"Tulsa, OK",13-03-2020,"@WillDS @comcast I saw an article that .@ATT is suspending theirs.
Which, of course, proves that data caps are BS just to secretly raise prices to start with. #Covid_19 #CoronavirusPandemic #coronapocalypse",Neutral,"['willds', 'comcast', 'saw', 'article', 'att', 'suspending', 'course', 'proves', 'data', 'caps', 'bs', 'secretly', 'raise', 'prices', 'start', 'covid19', 'coronaviruspandemic', 'coronapocalypse']"
1163,46115,"Almería, Spain",13-03-2020,"So the wealthy people from Madrid evacuating the City have headed South East to their holiday homes en masse, the one supermarket is emptying and we now have #Covid_19 !",Positive,"['wealthy', 'people', 'madrid', 'evacuating', 'city', 'headed', 'south', 'east', 'holiday', 'homes', 'en', 'masse', 'one', 'supermarket', 'emptying', 'covid19']"
1164,46116,"Montréal, Québec",13-03-2020,"This thing is at almost 10$ with taxes its crazy (pharmacy)!!! I bought this a long time ago at only 4$ special. 
#notsure about #prices #Covid_19 https://t.co/2WJK3imK6h",Positive,"['thing', 'almost', '10', 'taxes', 'it\x92s', 'crazy', 'pharmacy', 'bought', 'long', 'time', 'ago', '4', 'special', 'notsure', 'prices', 'covid19']"
1165,46117,,13-03-2020,"If you are at the grocery store this weekend take a moment to say Thank You to the store employees you encounter. These people have been working extended hours, have likely seen the worst of humanity and have been in contact with hundreds/thousands of people. #BeKind #Covid_19",Negative,"['grocery', 'store', 'weekend', 'take', 'moment', 'say', 'thank', 'store', 'employees', 'encounter', 'people', 'working', 'extended', 'hours', 'likely', 'seen', 'worst', 'humanity', 'contact', 'hundredsthousands', 'people', 'bekind', 'covid19']"
1166,46118,,13-03-2020,At the supermarket and the lines are down aisles hardly anyone moving  people are piling carts to the brim like there will be no tomorrow. #CoronavirusPandemic #coronavirus #Covid_19,Positive,"['supermarket', 'lines', 'aisles', 'hardly', 'anyone', 'moving', 'people', 'piling', 'carts', 'brim', 'like', 'tomorrow', 'coronaviruspandemic', 'coronavirus', 'covid19']"
1167,46119,"Texas, USA",13-03-2020,"Anyone recall the #Y2K panic? Stockpiling water, food? Well #Covid_19 Dallas people carts full of toilet paper, sanitizer, canned goods, bleach. Stocking a bunker for a decade? How many hineys do you have??",Negative,"['anyone', 'recall', 'y2k', 'panic', 'stockpiling', 'water', 'food', 'well', 'covid19', 'dallas', 'people', 'carts', 'full', 'toilet', 'paper', 'sanitizer', 'canned', 'goods', 'bleach', 'stocking', 'bunker', 'decade', 'many', 'hineys']"
1168,46120,"London, ON",13-03-2020,"When you're told to avoid large gatherings it's an interesting strategy to mob the grocery store en masse. I'd face palm but I'm not allowed to touch my face.

#Covid_19 https://t.co/nAf75aOeCA",Positive,"['youre', 'told', 'avoid', 'large', 'gatherings', 'interesting', 'strategy', 'mob', 'grocery', 'store', 'en', 'masse', 'id', 'face', 'palm', 'im', 'allowed', 'touch', 'face', 'covid19']"
1169,46121,"California, USA",13-03-2020,"The only thing #45 accomplished yesterday with that speech was to instill panic. Todays trip to the grocery store was ridiculous. Everything, including TP, was gone! #Covid_19 #thisisnotarmageddon #ToiletPaperEmergency",Negative,"['thing', '45', 'accomplished', 'yesterday', 'speech', 'instill', 'panic', 'today\x92s', 'trip', 'grocery', 'store', 'ridiculous', 'everything', 'including', 'tp', 'gone', 'covid19', 'thisisnotarmageddon', 'toiletpaperemergency']"
1170,46122,"Victoria, BC",13-03-2020,I havent seen gas prices this low in years!!! Thanks #Covid_19! #SilverLining,Positive,"['haven\x92t', 'seen', 'gas', 'prices', 'low', 'years', 'thanks', 'covid19', 'silverlining']"
1171,46123,"Washington, DC",13-03-2020,"The @JECDems staff put out a report last night showing this is a terrible way to make up the shortfall in consumer spending from #Covid_19.

Because you like pictures, maybe this chart will help explain why:

https://t.co/dzTqp1ZJ6o https://t.co/sB8nXCXEH2 https://t.co/WezeGjlycf",Positive,"['jecdems', 'staff', 'put', 'report', 'last', 'night', 'showing', 'terrible', 'way', 'make', 'shortfall', 'consumer', 'spending', 'covid19', 'like', 'pictures', 'maybe', 'chart', 'help', 'explain']"
1172,46124,"GTA, Ontario",13-03-2020,This #OilPriceWar + #Covid_19 makes for some kookoobananas gas prices ? https://t.co/At17XZYpNu,Neutral,"['oilpricewar', 'covid19', 'makes', 'kookoobananas', 'gas', 'prices']"
1173,46125,,13-03-2020,"Q: Should stocks be worth less today than they were a month ago given the continued spread of #Covid_19?

A: Highly likely. Stock prices weren't pricing in bad news before. Now they are.",Negative,"['q', 'stocks', 'worth', 'less', 'today', 'month', 'ago', 'given', 'continued', 'spread', 'covid19', 'highly', 'likely', 'stock', 'prices', 'werent', 'pricing', 'bad', 'news']"
1174,46126,Boston Massachusetts,13-03-2020,"To the guy in line at the grocery store buying Diet Pepsi...come on man...if this is it, gotta go fullly leaded Pepsi. #Covid_19 #coronavirus $PEP",Neutral,"['guy', 'line', 'grocery', 'store', 'buying', 'diet', 'pepsicome', 'manif', 'got', 'ta', 'go', 'fullly', 'leaded', 'pepsi', 'covid19', 'coronavirus', 'pep']"
1175,46127,"Ottawa, Ontario",13-03-2020,Experienced hoarding like I have never seen before this morning at the #Embrun grocery store.  Most shoppers were good but these two were off the charts.  The lady on the left eventually filled her cart with pasta sauce.  Neither would let people pass.  #panicbuying #Covid_19 https://t.co/hQB5tpnc6g,Positive,"['experienced', 'hoarding', 'like', 'never', 'seen', 'morning', 'embrun', 'grocery', 'store', 'shoppers', 'good', 'two', 'charts', 'lady', 'left', 'eventually', 'filled', 'cart', 'pasta', 'sauce', 'neither', 'would', 'let', 'people', 'pass', 'panicbuying', 'covid19']"
1176,46128,"Cleveland, Ohio",13-03-2020,"@CDCgov @SamanthaBahna Does the government understand that unless they stop EVERYONE from going to work 2-3 weeks and limit the amount of people in a grocery store at one time, they will never stop the spread of #Covid_19.  Seems common sense.  Just cance",Negative,"['cdcgov', 'samanthabahna', 'government', 'understand', 'unless', 'stop', 'everyone', 'going', 'work', '23', 'weeks', 'limit', 'amount', 'people', 'grocery', 'store', 'one', 'time', 'never', 'stop', 'spread', 'covid19', 'seems', 'common', 'sense', 'cance']"
1177,46129,Portland ORganism,13-03-2020,"With the grocery store shelves getting bare 
What are yall making tonight with the gnocchi, bumblebee canned crab, &amp; expired vodka sauce you got?

#Covid_19 
#coronavirus",Neutral,"['grocery', 'store', 'shelves', 'getting', 'bare', 'y\x92all', 'making', 'tonight', 'gnocchi', 'bumblebee', 'canned', 'crab', 'amp', 'expired', 'vodka', 'sauce', 'got', 'covid19', 'coronavirus']"
1178,46130,"Lagos, Nigeria",13-03-2020,"#COVID_19: Workers May Go Without Salaries, Okowa Warns
--
mostly due to the fact that our oil is not being sold and oil prices have also gone down, it is obvious that each and every one of us, our states, and the nation, will have challenges
https://t.co/nDwR67KfVM",Positive,"['covid19', 'workers', 'may', 'go', 'without', 'salaries', 'okowa', 'warns', 'mostly', 'due', 'fact', 'oil', 'sold', 'oil', 'prices', 'also', 'gone', 'obvious', 'every', 'one', 'us', 'states', 'nation', 'challenges']"
1179,46131,Townie,13-03-2020,At Dominion to drop off a prescription and the supermarket is on wheels.  Every checkout lines way back into Joe Fresh.  #crazy #Covid_19 #coronavirus #FridayThe13th,Positive,"['dominion', 'drop', 'prescription', 'supermarket', 'wheels', 'every', 'checkout', 'lines', 'way', 'back', 'joe', 'fresh', 'crazy', 'covid19', 'coronavirus', 'fridaythe13th']"
1180,46132,In the Ether,13-03-2020,"I wore a mask while grocery shopping yesterday here in #Portland, where we've declared an emergency. I was the only one in the store wearing one. Lots of glares. I somehow survived the disapproval of imbeciles. #COVID2019",Positive,"['wore', 'mask', 'grocery', 'shopping', 'yesterday', 'portland', 'weve', 'declared', 'emergency', 'one', 'store', 'wearing', 'one', 'lots', 'glares', 'somehow', 'survived', 'disapproval', 'imbeciles', 'covid2019']"
1181,46133,,13-03-2020,"Important:

- 12% of food traffic in china
- Only 3 months of money in most companies
- demand and supply disruption

@chrismartenson how about money devaluation and inflation?
Freezing bank accounts? Bank holidays? Cancel personal credit ?

I saw this movie before.
#Coronavirus https://t.co/InIWZJPN7R",Positive,"['important', '12', 'food', 'traffic', 'china', '3', 'months', 'money', 'companies', 'demand', 'supply', 'disruption', 'chrismartenson', 'money', 'devaluation', 'inflation', 'freezing', 'bank', 'accounts', 'bank', 'holidays', 'cancel', 'personal', 'credit', 'saw', 'movie', 'coronavirus']"
1182,46134,"California, USA",13-03-2020,This is what online shopping looks like in a pandemic in Feb hand sanitizers gloves masks sprays purchases skyrocketed 817   over the counter drugs cold cough amp flu meds up 198 toilet paper buying up 186 Source Adobe Analytics,Positive,"['online', 'shopping', 'looks', 'like', 'pandemic', 'feb', 'hand', 'sanitizers', 'gloves', 'masks', 'sprays', 'purchases', 'skyrocketed', '817', 'counter', 'drugs', 'cold', 'cough', 'amp', 'flu', 'meds', '198', 'toilet', 'paper', 'buying', '186', 'source', 'adobe', 'analytics']"
1183,46135,"Fort Wayne, IN",13-03-2020,PSA Be nice to grocery store employees. They cant help what they dont have be because initial people hoarded which led to others panicking that they wont have enough. #coronapocalypse #HumanityFirst #Covid_19 #decency,Negative,"['psa', 'nice', 'grocery', 'store', 'employees', 'cant', 'help', 'dont', 'initial', 'people', 'hoarded', 'led', 'others', 'panicking', 'wont', 'enough', 'coronapocalypse', 'humanityfirst', 'covid19', 'decency']"
1184,46136,,13-03-2020,"@realDonaldTrump  what he hell are you going to do about retail workers. today was PANDEMONIUM in my store, if your going to make us show up, at least pay us extra or SOMETHING, im around 200 customers a DAY. #CoronavirusPandemic  #CoronaOutbreak #Covid_1",Extremely Negative,"['realdonaldtrump', 'hell', 'going', 'retail', 'workers', 'today', 'pandemonium', 'store', 'going', 'make', 'us', 'show', 'least', 'pay', 'us', 'extra', 'something', 'im', 'around', '200', 'customers', 'day', 'coronaviruspandemic', 'coronaoutbreak', 'covid1']"
1185,46137,,13-03-2020,#Covid_19  8am supermarket in Brooklyn. Its really looking crazy. Last night bjs in queens ran out of water and there were 2 hr lines. Smh God Bless All https://t.co/2QtRTiaYqD,Neutral,"['covid19', '8am', 'supermarket', 'brooklyn', 'it\x92s', 'really', 'looking', 'crazy', 'last', 'night', 'bjs', 'queens', 'ran', 'water', '2', 'hr', 'lines', 'smh', 'god', 'bless']"
1186,46138,"Lagos - Abuja, Nigeria",13-03-2020,"Asian stocks down in early trade over Coronavirus spread, As naira takes a hit CBN rules out devaluation...click here for live updates of the oil price crashes, coronavirus

#Covid_19
https://t.co/UAWxZqDe9a",Neutral,"['asian', 'stocks', 'early', 'trade', 'coronavirus', 'spread', 'naira', 'takes', 'hit', 'cbn', 'rules', 'devaluationclick', 'live', 'updates', 'oil', 'price', 'crashes', 'coronavirus', 'covid19']"
1187,46139,"North Carolina, USA",13-03-2020,"Cmon, guys. Were backed up half way down the damn aisle in the grocery store at 10PM! ON A WEEK DAY! We dont need to hoard months worth of groceries.. seriously. #coronapocalypse #CoronavirusOutbreak #Covid_19 https://t.co/l71gJNM5e6",Negative,"['cmon', 'guys', 'we\x92re', 'backed', 'half', 'way', 'damn', 'aisle', 'grocery', 'store', '10pm', 'week', 'day', 'don\x92t', 'need', 'hoard', 'months', 'worth', 'groceries', 'seriously', 'coronapocalypse', 'coronavirusoutbreak', 'covid19']"
